row,tr,tc,word_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,byte9,byte10,byte11,byte12,byte13,byte14,byte15
196,6,4,0x175260378f1c24192053397882cd5915,23,82,96,55,-113,28,36,25,32,83,57,120,-126,-51,89,21
197,6,5,0x8059b2b589815647ea81594cb9fa8af9,-128,89,-78,-75,-119,-127,86,71,-22,-127,89,76,-71,-6,-118,-7
198,6,6,0x64806b424ad3fe0186c12220cdaa49cc,100,-128,107,66,74,-45,-2,1,-122,-63,34,32,-51,-86,73,-52
199,6,7,0xa89ce30bafd894e5ffdf5f0d052ac893,-88,-100,-29,11,-81,-40,-108,-27,-1,-33,95,13,5,42,-56,-109
200,6,8,0xf2b1dc7bf3b4fd7f5c056d1856e70f7b,-14,-79,-36,123,-13,-76,-3,127,92,5,109,24,86,-25,15,123
201,6,9,0x2010d9d528ff4695ba8f6a6f96e8b666,32,16,-39,-43,40,-1,70,-107,-70,-113,106,111,-106,-24,-74,102
202,6,10,0x42258efb78a6570c5cdc3ac903494109,66,37,-114,-5,120,-90,87,12,92,-36,58,-55,3,73,65,9
203,6,11,0x7d6446021b592bb540039eb7f8123214,125,100,70,2,27,89,43,-75,64,3,-98,-73,-8,18,50,20
204,6,12,0x9b051797a10aa512bfe7c01372b251a6,-101,5,23,-105,-95,10,-91,18,-65,-25,-64,19,114,-78,81,-90
205,6,13,0x2060ee38fbafbca90f308acda8f446d1,32,96,-18,56,-5,-81,-68,-87,15,48,-118,-51,-88,-12,70,-47
206,6,14,0x16561b7a647ce650db280477d65cf6c7,22,86,27,122,100,124,-26,80,-37,40,4,119,-42,92,-10,-57
207,6,15,0x77ee9f277c2cb9a9a67b54857c27f425,119,-18,-97,39,124,44,-71,-87,-90,123,84,-123,124,39,-12,37
208,6,16,0x64f7d9edd5ea94d0363f783c383e5871,100,-9,-39,-19,-43,-22,-108,-48,54,63,120,60,56,62,88,113
209,6,17,0xa5170b72cfaa8781615d9b3f128a9666,-91,23,11,114,-49,-86,-121,-127,97,93,-101,63,18,-118,-106,102
210,6,18,0x394c676d92c85684fb252499f145aaeb,57,76,103,109,-110,-56,86,-124,-5,37,36,-103,-15,69,-86,-21
211,6,19,0x913e4ae32ea510087201af8f3e967aa2,-111,62,74,-29,46,-91,16,8,114,1,-81,-113,62,-106,122,-94
212,6,20,0x6d8d9062d4432deaf03816408547e539,109,-115,-112,98,-44,67,45,-22,-16,56,22,64,-123,71,-27,57
213,6,21,0x9b29ebefe55014344a7326facd99adec,-101,41,-21,-17,-27,80,20,52,74,115,38,-6,-51,-103,-83,-20
214,6,22,0x4cdb4d167b90164d4cdb3fec41e3daf6,76,-37,77,22,123,-112,22,77,76,-37,63,-20,65,-29,-38,-10
215,6,23,0x8598ceb56fa3221fe721f0e80ab03953,-123,-104,-50,-75,111,-93,34,31,-25,33,-16,-24,10,-80,57,83
216,6,24,0xa17d37c6c7d8908116f800c644aac960,-95,125,55,-58,-57,-40,-112,-127,22,-8,0,-58,68,-86,-55,96
217,6,25,0x407b33045f68a461d6b6675fd37229f6,64,123,51,4,95,104,-92,97,-42,-74,103,95,-45,114,41,-10
218,6,26,0x6a0680df9358822ee32b03c0c0452abe,106,6,-128,-33,-109,88,-126,46,-29,43,3,-64,-64,69,42,-66
219,6,27,0xad18b30f188cb881e2a0023345ac23e8,-83,24,-77,15,24,-116,-72,-127,-30,-96,2,51,69,-84,35,-24
220,6,28,0x573145ce38a7610628642c30b386716b,87,49,69,-50,56,-89,97,6,40,100,44,48,-77,-122,113,107
221,6,29,0x919610d69242bf7bb2cba7a02ca876ed,-111,-106,16,-42,-110,66,-65,123,-78,-53,-89,-96,44,-88,118,-19
222,6,30,0x72b852f47d4897896b48b7626280d22d,114,-72,82,-12,125,72,-105,-119,107,72,-73,98,98,-128,-46,45
223,6,31,0x3ecd1981bec6e290df4fcc9bd5d8d942,62,-51,25,-127,-66,-58,-30,-112,-33,79,-52,-101,-43,-40,-39,66
224,7,0,0xabd419675154df04c33de94d927e9a9c,-85,-44,25,103,81,84,-33,4,-61,61,-23,77,-110,126,-102,-100
225,7,1,0x69c4b1680b9badd98ceb203fa55a0911,105,-60,-79,104,11,-101,-83,-39,-116,-21,32,63,-91,90,9,17
226,7,2,0x3ef23ea8c080263f4b7edc2b7fbb0a05,62,-14,62,-88,-64,-128,38,63,75,126,-36,43,127,-69,10,5
227,7,3,0x00926600ca6270fb1001935bf53e1442,0,-110,102,0,-54,98,112,-5,16,1,-109,91,-11,62,20,66
228,7,4,0x38511f989194a17214802f12e81774e8,56,81,31,-104,-111,-108,-95,114,20,-128,47,18,-24,23,116,-24
229,7,5,0x09eba298b9d29bd7d41edb80dda02177,9,-21,-94,-104,-71,-46,-101,-41,-44,30,-37,-128,-35,-96,33,119
230,7,6,0xd4a097d192371457c171ffca85ddb907,-44,-96,-105,-47,-110,55,20,87,-63,113,-1,-54,-123,-35,-71,7
231,7,7,0x11e063c1838b8269e72bd3ea1d67cc05,17,-32,99,-63,-125,-117,-126,105,-25,43,-45,-22,29,103,-52,5
232,7,8,0xe99e0f08190f7a40f441547f12aa6daa,-23,-98,15,8,25,15,122,64,-12,65,84,127,18,-86,109,-86
233,7,9,0x3c95ae77d783454f5f79ff0206ce3943,60,-107,-82,119,-41,-125,69,79,95,121,-1,2,6,-50,57,67
234,7,10,0x0ef36d64a59fe57a7581f535064c9918,14,-13,109,100,-91,-97,-27,122,117,-127,-11,53,6,76,-103,24
235,7,11,0xe36b448b006663f0e05aeb3a00285e26,-29,107,68,-117,0,102,99,-16,-32,90,-21,58,0,40,94,38
236,7,12,0xe6f55714996d8a515aeb493015b56e6d,-26,-11,87,20,-103,109,-118,81,90,-21,73,48,21,-75,110,109
237,7,13,0xd7cc0f6cfff7e560941427115565b45d,-41,-52,15,108,-1,-9,-27,96,-108,20,39,17,85,101,-76,93
238,7,14,0x1790cfc178b1134681d249fdfb27e56f,23,-112,-49,-63,120,-79,19,70,-127,-46,73,-3,-5,39,-27,111
239,7,15,0xc96e9d91a73f7c41f900f96bb62b8828,-55,110,-99,-111,-89,63,124,65,-7,0,-7,107,-74,43,-120,40
240,7,16,0x71b979a631e56d5d09daede21812ba26,113,-71,121,-90,49,-27,109,93,9,-38,-19,-30,24,18,-70,38
241,7,17,0x91f800f17e91d91c5be339ca4e7b5e66,-111,-8,0,-15,126,-111,-39,28,91,-29,57,-54,78,123,94,102
242,7,18,0x3d0e257e76edca89aea18fdcd43d3f67,61,14,37,126,118,-19,-54,-119,-82,-95,-113,-36,-44,61,63,103
243,7,19,0x617ed24f68aa18e5f5c316075c3c108d,97,126,-46,79,104,-86,24,-27,-11,-61,22,7,92,60,16,-115
244,7,20,0xc1966b8a2bba82a922412985db32eaa5,-63,-106,107,-118,43,-70,-126,-87,34,65,41,-123,-37,50,-22,-91
245,7,21,0x25314d51578211aafec6ada28d30a094,37,49,77,81,87,-126,17,-86,-2,-58,-83,-94,-115,48,-96,-108
246,7,22,0x77cc6c605b940b99c4e16e6fa20b9896,119,-52,108,96,91,-108,11,-103,-60,-31,110,111,-94,11,-104,-106
247,7,23,0x8635a5928f8cd5a619e89fccb016f5f9,-122,53,-91,-110,-113,-116,-43,-90,25,-24,-97,-52,-80,22,-11,-7
248,7,24,0x7850054d5570334565b320e2d012fa9d,120,80,5,77,85,112,51,69,101,-77,32,-30,-48,18,-6,-99
249,7,25,0x6488203b2f73c032fd8d25b36c14eb65,100,-120,32,59,47,115,-64,50,-3,-115,37,-77,108,20,-21,101
250,7,26,0x17000b6ac50f58c5ee07290367e098fc,23,0,11,106,-59,15,88,-59,-18,7,41,3,103,-32,-104,-4
251,7,27,0xb6558ccf0ca0d64b463749c50ca167ae,-74,85,-116,-49,12,-96,-42,75,70,55,73,-59,12,-95,103,-82
252,7,28,0xc34a69bc02ad42eb0d6f54cfdfda5739,-61,74,105,-68,2,-83,66,-21,13,111,84,-49,-33,-38,87,57
253,7,29,0x243e1b26201856aab9f63ee19a827123,36,62,27,38,32,24,86,-86,-71,-10,62,-31,-102,-126,113,35
254,7,30,0x95f41b01df93e2d75105ad7983428c47,-107,-12,27,1,-33,-109,-30,-41,81,5,-83,121,-125,66,-116,71
255,7,31,0xce57c5d80b67bea87e4cfebbcca77562,-50,87,-59,-40,11,103,-66,-88,126,76,-2,-69,-52,-89,117,98
256,8,0,0xc5512a962497757ced051eeb23bd77ef,-59,81,42,-106,36,-105,117,124,-19,5,30,-21,35,-67,119,-17
257,8,1,0xf2525ab190aa34608befaaf10ff4ad8b,-14,82,90,-79,-112,-86,52,96,-117,-17,-86,-15,15,-12,-83,-117
258,8,2,0xc5d1072590a21dd3cc2ffbba8b793b21,-59,-47,7,37,-112,-94,29,-45,-52,47,-5,-70,-117,121,59,33
259,8,3,0x47f973aaba8572ce82b0a19a317935de,71,-7,115,-86,-70,-123,114,-50,-126,-80,-95,-102,49,121,53,-34
260,8,4,0xc1ef7c2416a32db7e77ae698caa741e7,-63,-17,124,36,22,-93,45,-73,-25,122,-26,-104,-54,-89,65,-25
261,8,5,0xe53e93a757929f9983181a2c61cfb5f3,-27,62,-109,-89,87,-110,-97,-103,-125,24,26,44,97,-49,-75,-13
262,8,6,0x2635fb04b5d44ffe0f5c2db1c68fe8ac,38,53,-5,4,-75,-44,79,-2,15,92,45,-79,-58,-113,-24,-84
263,8,7,0xbb4b69f14d9ef019bb4f04e7573707c8,-69,75,105,-15,77,-98,-16,25,-69,79,4,-25,87,55,7,-56
264,8,8,0x059e7e78b78c1efc97f0893aae6d82c5,5,-98,126,120,-73,-116,30,-4,-105,-16,-119,58,-82,109,-126,-59
265,8,9,0x2f61407a2f93b849bf74fdf4828b5edc,47,97,64,122,47,-109,-72,73,-65,116,-3,-12,-126,-117,94,-36
266,8,10,0x0d61c19a35134eba63bd31b68d4157c1,13,97,-63,-102,53,19,78,-70,99,-67,49,-74,-115,65,87,-63
267,8,11,0xea3b2e5df40e79003e5e485db33b0fe0,-22,59,46,93,-12,14,121,0,62,94,72,93,-77,59,15,-32
268,8,12,0x4a2844de383a7d4e68c080bc37301a93,74,40,68,-34,56,58,125,78,104,-64,-128,-68,55,48,26,-109
269,8,13,0xb5918b3cb275186a944bbd9e85864968,-75,-111,-117,60,-78,117,24,106,-108,75,-67,-98,-123,-122,73,104
270,8,14,0xf6f12a53d3ffc2e415c92fc8f7b1d137,-10,-15,42,83,-45,-1,-62,-28,21,-55,47,-56,-9,-79,-47,55
271,8,15,0x0888edbae5567bfcc53206160dc5efd3,8,-120,-19,-70,-27,86,123,-4,-59,50,6,22,13,-59,-17,-45
272,8,16,0x08ec460edb8f4d602ca580068dd492a2,8,-20,70,14,-37,-113,77,96,44,-91,-128,6,-115,-44,-110,-94
273,8,17,0xf9110e8cec24eb6296cb7ece8ec2f4ed,-7,17,14,-116,-20,36,-21,98,-106,-53,126,-50,-114,-62,-12,-19
274,8,18,0x631aeaed1b6799a003beec2778629b20,99,26,-22,-19,27,103,-103,-96,3,-66,-20,39,120,98,-101,32
275,8,19,0x919553d5df88fc17d49f7c4e337e0702,-111,-107,83,-43,-33,-120,-4,23,-44,-97,124,78,51,126,7,2
276,8,20,0xc67b45f52e6527cb3d131c8f96bf9f76,-58,123,69,-11,46,101,39,-53,61,19,28,-113,-106,-65,-97,118
277,8,21,0xcc5ce7d4e0e6e5a70396eb7817d16851,-52,92,-25,-44,-32,-26,-27,-89,3,-106,-21,120,23,-47,104,81
278,8,22,0xe00864ef5206a5386aba50928aa85661,-32,8,100,-17,82,6,-91,56,106,-70,80,-110,-118,-88,86,97
279,8,23,0xc5959e0783d183d8f3e364ae14ca232e,-59,-107,-98,7,-125,-47,-125,-40,-13,-29,100,-82,20,-54,35,46
280,8,24,0x20e63222e83b00d02f4f727c8b4ba750,32,-26,50,34,-24,59,0,-48,47,79,114,124,-117,75,-89,80
281,8,25,0xd0f1065cf87f6d2c0e4a49ae21c22a39,-48,-15,6,92,-8,127,109,44,14,74,73,-82,33,-62,42,57
282,8,26,0x3764f2387a6bce05cc0475927357f069,55,100,-14,56,122,107,-50,5,-52,4,117,-110,115,87,-16,105
283,8,27,0x832c6f0c117fd27d480a81e84083ed71,-125,44,111,12,17,127,-46,125,72,10,-127,-24,64,-125,-19,113
284,8,28,0x5cca20b964a3f9af352fd25d3bec5345,92,-54,32,-71,100,-93,-7,-81,53,47,-46,93,59,-20,83,69
285,8,29,0xef07c02e504c16a80dfece483ef57414,-17,7,-64,46,80,76,22,-88,13,-2,-50,72,62,-11,116,20
286,8,30,0xbb15b4a28c16ba750a8d2dde3ea20ceb,-69,21,-76,-94,-116,22,-70,117,10,-115,45,-34,62,-94,12,-21
287,8,31,0x8f7f64358e6f59889abaf9a6c7312690,-113,127,100,53,-114,111,89,-120,-102,-70,-7,-90,-57,49,38,-112
288,9,0,0x7378698e6e643225b377b263b3042d04,115,120,105,-114,110,100,50,37,-77,119,-78,99,-77,4,45,4
289,9,1,0xca944c7bc583cb97dd114bc1ad43afd1,-54,-108,76,123,-59,-125,-53,-105,-35,17,75,-63,-83,67,-81,-47
290,9,2,0x76ec26614aaadf7b38b299f0c034e2ba,118,-20,38,97,74,-86,-33,123,56,-78,-103,-16,-64,52,-30,-70
291,9,3,0x9dcad779b8b4cda2404c4bf337c375ef,-99,-54,-41,121,-72,-76,-51,-94,64,76,75,-13,55,-61,117,-17
292,9,4,0xc0cf345a2eeb8567a9e5198a361e7c92,-64,-49,52,90,46,-21,-123,103,-87,-27,25,-118,54,30,124,-110
293,9,5,0x2c1e0849788ce6f512389cb75d53cad6,44,30,8,73,120,-116,-26,-11,18,56,-100,-73,93,83,-54,-42
294,9,6,0xfcb163ab531c7bc50ff77aa43333a289,-4,-79,99,-85,83,28,123,-59,15,-9,122,-92,51,51,-94,-119
295,9,7,0x4c778952b4ab74ad24e784b85a340e93,76,119,-119,82,-76,-85,116,-83,36,-25,-124,-72,90,52,14,-109
296,9,8,0x75f307e8fe6ec4d17752ea665a742bea,117,-13,7,-24,-2,110,-60,-47,119,82,-22,102,90,116,43,-22
297,9,9,0x33dd33e66999448a14ea0b4b4489c939,51,-35,51,-26,105,-103,68,-118,20,-22,11,75,68,-119,-55,57
298,9,10,0x0180790bea147f3be4a1dabc57396674,1,-128,121,11,-22,20,127,59,-28,-95,-38,-68,87,57,102,116
299,9,11,0x5b0fb7d1c08c213c21496b75da87f79b,91,15,-73,-47,-64,-116,33,60,33,73,107,117,-38,-121,-9,-101
300,9,12,0x1a81dab5cd5578c7384a6274270851d7,26,-127,-38,-75,-51,85,120,-57,56,74,98,116,39,8,81,-41
301,9,13,0x10b9254f6e33186c65e0101b9263ca99,16,-71,37,79,110,51,24,108,101,-32,16,27,-110,99,-54,-103
302,9,14,0x942a373f5419023877bfc1e5a9afc72e,-108,42,55,63,84,25,2,56,119,-65,-63,-27,-87,-81,-57,46
303,9,15,0x1c1663991e4b8ccef1eb4e7b6bcffc1a,28,22,99,-103,30,75,-116,-50,-15,-21,78,123,107,-49,-4,26
304,9,16,0x97135c82416d4e3811214e080708ff43,-105,19,92,-126,65,109,78,56,17,33,78,8,7,8,-1,67
305,9,17,0x580c1989920ea2988abf4e92490b3c42,88,12,25,-119,-110,14,-94,-104,-118,-65,78,-110,73,11,60,66
306,9,18,0xabc4e369838af179face6527df06e9c2,-85,-60,-29,105,-125,-118,-15,121,-6,-50,101,39,-33,6,-23,-62
307,9,19,0x2afec10c9db9af33180fd5f9cdd65496,42,-2,-63,12,-99,-71,-81,51,24,15,-43,-7,-51,-42,84,-106
308,9,20,0x0d5d59a26f645650d1d22b5c461041aa,13,93,89,-94,111,100,86,80,-47,-46,43,92,70,16,65,-86
309,9,21,0x29f5bf5e1ac49512f22ee36105c90908,41,-11,-65,94,26,-60,-107,18,-14,46,-29,97,5,-55,9,8
310,9,22,0xa88382137fdb33785e5732a217ad61a7,-88,-125,-126,19,127,-37,51,120,94,87,50,-94,23,-83,97,-89
311,9,23,0x68d1cb4c718c41ec9f2e54c460e6d72a,104,-47,-53,76,113,-116,65,-20,-97,46,84,-60,96,-26,-41,42
312,9,24,0x4b021de332fb53bf228f523323182b19,75,2,29,-29,50,-5,83,-65,34,-113,82,51,35,24,43,25
313,9,25,0x3aa00aee7176cdd5c2d9fad6ab660cfa,58,-96,10,-18,113,118,-51,-43,-62,-39,-6,-42,-85,102,12,-6
314,9,26,0x0cc4a238f4fe51dabfb3535b223c9ff5,12,-60,-94,56,-12,-2,81,-38,-65,-77,83,91,34,60,-97,-11
315,9,27,0x5b56909d6fe3deec31d3dc74280deb07,91,86,-112,-99,111,-29,-34,-20,49,-45,-36,116,40,13,-21,7
316,9,28,0xf115e8012eea018e72082218971ee3cf,-15,21,-24,1,46,-22,1,-114,114,8,34,24,-105,30,-29,-49
317,9,29,0xcc7d4516fd69459d866c9bfcf28dc3e9,-52,125,69,22,-3,105,69,-99,-122,108,-101,-4,-14,-115,-61,-23
318,9,30,0x444daa67e303acf4f513c31ff4d4dfa8,68,77,-86,103,-29,3,-84,-12,-11,19,-61,31,-12,-44,-33,-88
319,9,31,0xeb9f4d10b23807a99bf212d42dce4041,-21,-97,77,16,-78,56,7,-87,-101,-14,18,-44,45,-50,64,65
320,10,0,0xa44e722e20bdb1de04954293335757ba,-92,78,114,46,32,-67,-79,-34,4,-107,66,-109,51,87,87,-70
321,10,1,0xeab4ec8ea350d545797d6877777173ab,-22,-76,-20,-114,-93,80,-43,69,121,125,104,119,119,113,115,-85
322,10,2,0xd213498a706a18650fd964fda0bea9fd,-46,19,73,-118,112,106,24,101,15,-39,100,-3,-96,-66,-87,-3
323,10,3,0x8c0007844ce9f78cd1d1067e8f16498b,-116,0,7,-124,76,-23,-9,-116,-47,-47,6,126,-113,22,73,-117
324,10,4,0x489205b9ea0f66006a6286643f1fe066,72,-110,5,-71,-22,15,102,0,106,98,-122,100,63,31,-32,102
325,10,5,0xf65586e43889f54f974ae589ebf5e584,-10,85,-122,-28,56,-119,-11,79,-105,74,-27,-119,-21,-11,-27,-124
326,10,6,0xf4889c920c81647962b2b0716a3bb36c,-12,-120,-100,-110,12,-127,100,121,98,-78,-80,113,106,59,-77,108
327,10,7,0x6fff5a9a634da2dac98eea16d0f8751d,111,-1,90,-102,99,77,-94,-38,-55,-114,-22,22,-48,-8,117,29
328,10,8,0x6ae086771df649dec4aa522247014537,106,-32,-122,119,29,-10,73,-34,-60,-86,82,34,71,1,69,55
329,10,9,0x80752cc0be008b189547cc0d85321e5f,-128,117,44,-64,-66,0,-117,24,-107,71,-52,13,-123,50,30,95
330,10,10,0xaa64812784b5646abb41dcb52648b49e,-86,100,-127,39,-124,-75,100,106,-69,65,-36,-75,38,72,-76,-98
331,10,11,0x0022953c2c1a12f8535508da3d45cdac,0,34,-107,60,44,26,18,-8,83,85,8,-38,61,69,-51,-84
332,10,12,0xa4e21556a99e7b7c1a6beb18351d11f6,-92,-30,21,86,-87,-98,123,124,26,107,-21,24,53,29,17,-10
333,10,13,0x434ea34b8b3bab0f61dde32ed305fb97,67,78,-93,75,-117,59,-85,15,97,-35,-29,46,-45,5,-5,-105
334,10,14,0xd2ee0493ddb2de5089670d63f2d2d463,-46,-18,4,-109,-35,-78,-34,80,-119,103,13,99,-14,-46,-44,99
335,10,15,0xedf4d3253af981b06606a692b92584f6,-19,-12,-45,37,58,-7,-127,-80,102,6,-90,-110,-71,37,-124,-10
336,10,16,0x91afd861d6ff8e4428d27446f72f1c69,-111,-81,-40,97,-42,-1,-114,68,40,-46,116,70,-9,47,28,105
337,10,17,0x24920730e8fae106b16b8e5bf7011aac,36,-110,7,48,-24,-6,-31,6,-79,107,-114,91,-9,1,26,-84
338,10,18,0x165d3da0aea7ffc19425298a087c56fc,22,93,61,-96,-82,-89,-1,-63,-108,37,41,-118,8,124,86,-4
339,10,19,0x35331189aab828d0c98f15a031bfece0,53,51,17,-119,-86,-72,40,-48,-55,-113,21,-96,49,-65,-20,-32
340,10,20,0x265fe4917edb4e376ea094ea7c470d3f,38,95,-28,-111,126,-37,78,55,110,-96,-108,-22,124,71,13,63
341,10,21,0xd445d9d69b6725d063d99b46f06089a0,-44,69,-39,-42,-101,103,37,-48,99,-39,-101,70,-16,96,-119,-96
342,10,22,0xf02e121b0403ffa7c2ab5fee6c0d04b4,-16,46,18,27,4,3,-1,-89,-62,-85,95,-18,108,13,4,-76
343,10,23,0x9a04439783d6241845e28445bb852523,-102,4,67,-105,-125,-42,36,24,69,-30,-124,69,-69,-123,37,35
344,10,24,0xa965212fe37288b2f1361ea64a3be496,-87,101,33,47,-29,114,-120,-78,-15,54,30,-90,74,59,-28,-106
345,10,25,0x5d804f77554407b4d1235ab3c2ecb52d,93,-128,79,119,85,68,7,-76,-47,35,90,-77,-62,-20,-75,45
346,10,26,0xd6b38758735b4f3306a82f4db722128f,-42,-77,-121,88,115,91,79,51,6,-88,47,77,-73,34,18,-113
347,10,27,0x868e24576f863171494c913f0ef99446,-122,-114,36,87,111,-122,49,113,73,76,-111,63,14,-7,-108,70
348,10,28,0x538c3cd432e4d7c9945dc03ec4d28214,83,-116,60,-44,50,-28,-41,-55,-108,93,-64,62,-60,-46,-126,20
349,10,29,0x9329ee04fdfb26aefccce9228dd3a3c7,-109,41,-18,4,-3,-5,38,-82,-4,-52,-23,34,-115,-45,-93,-57
350,10,30,0x90ce89de458d43e174c9fbcb040a920c,-112,-50,-119,-34,69,-115,67,-31,116,-55,-5,-53,4,10,-110,12
351,10,31,0x4911d3dedd1d1d7eeb509fb968d918ed,73,17,-45,-34,-35,29,29,126,-21,80,-97,-71,104,-39,24,-19
352,11,0,0x4ad3e1542aa69085d2626b5a93b893ee,74,-45,-31,84,42,-90,-112,-123,-46,98,107,90,-109,-72,-109,-18
353,11,1,0x49df9daf233cb9305a5e64d867a85edf,73,-33,-99,-81,35,60,-71,48,90,94,100,-40,103,-88,94,-33
354,11,2,0x591a1acf80b675bfd076090eaae93f19,89,26,26,-49,-128,-74,117,-65,-48,118,9,14,-86,-23,63,25
355,11,3,0x9c9675e2ff1f63a3bf38474fc16c25c8,-100,-106,117,-30,-1,31,99,-93,-65,56,71,79,-63,108,37,-56
356,11,4,0x69dca9bf5bb08b013c94e8a7f34d2ce4,105,-36,-87,-65,91,-80,-117,1,60,-108,-24,-89,-13,77,44,-28
357,11,5,0x5dac91dead5651102d18790622818a65,93,-84,-111,-34,-83,86,81,16,45,24,121,6,34,-127,-118,101
358,11,6,0xb12b718a8076d8e9a8019ee70d1ae824,-79,43,113,-118,-128,118,-40,-23,-88,1,-98,-25,13,26,-24,36
359,11,7,0xcb7c6d80011f0f5754ddcab6621fd01b,-53,124,109,-128,1,31,15,87,84,-35,-54,-74,98,31,-48,27
360,11,8,0x15a6d84446688941ae3c9f8ca556accb,21,-90,-40,68,70,104,-119,65,-82,60,-97,-116,-91,86,-84,-53
361,11,9,0x4d93cf0f663334f97bf5e6407cf20256,77,-109,-49,15,102,51,52,-7,123,-11,-26,64,124,-14,2,86
362,11,10,0xc81fc45cc208eab6a6ad2410ba7f2cad,-56,31,-60,92,-62,8,-22,-74,-90,-83,36,16,-70,127,44,-83
363,11,11,0x9faf7cf402f3fd8e9bbed4e1a5b1456b,-97,-81,124,-12,2,-13,-3,-114,-101,-66,-44,-31,-91,-79,69,107
364,11,12,0x3a2ef2811cfa802a60051866b35455b0,58,46,-14,-127,28,-6,-128,42,96,5,24,102,-77,84,85,-80
365,11,13,0xa55bc8d8619994f7e14dfc7da177a008,-91,91,-56,-40,97,-103,-108,-9,-31,77,-4,125,-95,119,-96,8
366,11,14,0x90f19d5d4e7c633c2b751e50b2ce02e3,-112,-15,-99,93,78,124,99,60,43,117,30,80,-78,-50,2,-29
367,11,15,0x64fb1254223931970d5de451dea15d5b,100,-5,18,84,34,57,49,-105,13,93,-28,81,-34,-95,93,91
368,11,16,0x6643d70a0ac929e1e13a0e1fcdcd0672,102,67,-41,10,10,-55,41,-31,-31,58,14,31,-51,-51,6,114
369,11,17,0xd850bbc666918ef182772270124d746f,-40,80,-69,-58,102,-111,-114,-15,-126,119,34,112,18,77,116,111
370,11,18,0xa53823419c12ee27d1156401f4160f7d,-91,56,35,65,-100,18,-18,39,-47,21,100,1,-12,22,15,125
371,11,19,0xb9b037e30fff5985ef9932d969b2c276,-71,-80,55,-29,15,-1,89,-123,-17,-103,50,-39,105,-78,-62,118
372,11,20,0xa2a523beebed4b7ca79f9137c8874036,-94,-91,35,-66,-21,-19,75,124,-89,-97,-111,55,-56,-121,64,54
373,11,21,0x67983822fe1b9bcaefe2170b6fe3ebff,103,-104,56,34,-2,27,-101,-54,-17,-30,23,11,111,-29,-21,-1
374,11,22,0xd7fc615400715714b5a925c4a9ba8dd9,-41,-4,97,84,0,113,87,20,-75,-87,37,-60,-87,-70,-115,-39
375,11,23,0x8248181ee2cc41930d1a08674fc22250,-126,72,24,30,-30,-52,65,-109,13,26,8,103,79,-62,34,80
376,11,24,0xebd29ca5ab63fc474b063273b1772d66,-21,-46,-100,-91,-85,99,-4,71,75,6,50,115,-79,119,45,102
377,11,25,0xf07bfc7e5ad23f4ff5138fcb1f3c4959,-16,123,-4,126,90,-46,63,79,-11,19,-113,-53,31,60,73,89
378,11,26,0xd5c20e8737153300e3757857709bb525,-43,-62,14,-121,55,21,51,0,-29,117,120,87,112,-101,-75,37
379,11,27,0x4e8f60135923fee0da32d2203a021d05,78,-113,96,19,89,35,-2,-32,-38,50,-46,32,58,2,29,5
380,11,28,0x53929a703ff5f79d6b8f2a0d926cad54,83,-110,-102,112,63,-11,-9,-99,107,-113,42,13,-110,108,-83,84
381,11,29,0x1c97001f298bff024aa7fee2e85358d5,28,-105,0,31,41,-117,-1,2,74,-89,-2,-30,-24,83,88,-43
382,11,30,0x01ccdd9614e70ccce6e26371d175b1a6,1,-52,-35,-106,20,-25,12,-52,-26,-30,99,113,-47,117,-79,-90
383,11,31,0x13304a157a78f081f22df3cddfae020b,19,48,74,21,122,120,-16,-127,-14,45,-13,-51,-33,-82,2,11
384,12,0,0x550a54de7d216cf90ce0c896c4297d80,85,10,84,-34,125,33,108,-7,12,-32,-56,-106,-60,41,125,-128
385,12,1,0xe03dc5a63d71da1f76dca4ab7513d433,-32,61,-59,-90,61,113,-38,31,118,-36,-92,-85,117,19,-44,51
386,12,2,0x8dd4475ffc5fa3b7fe5c325361894f3c,-115,-44,71,95,-4,95,-93,-73,-2,92,50,83,97,-119,79,60
387,12,3,0x548698a8585186fd927b817e56c17ebe,84,-122,-104,-88,88,81,-122,-3,-110,123,-127,126,86,-63,126,-66
388,12,4,0x324fdeec9071b2e82f1ffdd1644a1b88,50,79,-34,-20,-112,113,-78,-24,47,31,-3,-47,100,74,27,-120
389,12,5,0x77f0af9df0bb7e9dea6cdd961bc13dde,119,-16,-81,-99,-16,-69,126,-99,-22,108,-35,-106,27,-63,61,-34
390,12,6,0xd20eb160516ea2e483550fd4bb430d80,-46,14,-79,96,81,110,-94,-28,-125,85,15,-44,-69,67,13,-128
391,12,7,0x098a5aba37ba50db6c70b74fb742b445,9,-118,90,-70,55,-70,80,-37,108,112,-73,79,-73,66,-76,69
392,12,8,0xa58ad86ea80661186548acc4a5b53cc4,-91,-118,-40,110,-88,6,97,24,101,72,-84,-60,-91,-75,60,-60
393,12,9,0xd5a2c0da9a9ce335fe5efbed63321923,-43,-94,-64,-38,-102,-100,-29,53,-2,94,-5,-19,99,50,25,35
394,12,10,0x1cc230196720fe8e67fa9e3bd4f2bc12,28,-62,48,25,103,32,-2,-114,103,-6,-98,59,-44,-14,-68,18
395,12,11,0x02ef215209519a52c3bd84e1db05122c,2,-17,33,82,9,81,-102,82,-61,-67,-124,-31,-37,5,18,44
